no,comment_id,category,text,rater2_label,catatan
15,UgyUcFQPSXfMygmZ_Vl4AaABAg,institusional,Astaghfirullah orang susah yg tidak bersalah melawan mafia hukum 🥺,negatif,
16,UgxP_Ex1Sf9hIXnb3AF4AaABAg,institusional,"Rakyat udah tau.... Mereka gak akan mau jabatannya pada hilang... Mereka bersatu dalam. Kedzoliman..... Secara bersama2 ....


Makin kesini makin mengerikan nasib bangsa ini masalah hukumnya.... 

Allah swt pasti akan memberikan keadilan pd org2 yg terdzolimi.....",negatif,
17,UgzR1sZBrROW-3cgGu14AaABAg,institusional,"Keren pa hakim
Klo si kuat banding semoga hukumannya di tambah lebih berat",positif,
18,UgxouZA8qXAVBC30uyl4AaABAg,institusional,SAATNYA MAFIA HUKUM HARUS DIBERSIHKAN DARI NKRI.... TERLALU BANYAK BAJINGAN DISEGALA INSTANSI DI NEGERI INI YG SUDAH MENJAMUR.... MULAI TINGKAT KABUPATEN... KITA DUKUNG TERUS PAK MENKOPOLHUKAM....,negatif,
19,UgxtqYqC91eccl39YPh4AaABAg,institusional,Buka  dg  terang  siapapun  melakukan  kejahatan  dalam  bentuk  uang  hasil   korupsi   dan  kejahatan  lainnya  perlu diproses  tak  pandang  bulu,netral,
20,Ugx2ITdPsB0LRMOd6i94AaABAg,institusional,"""Rakyat kita ini unik ya... diajak bayar iuran kesehatan susah... diajak bayar iuran pendidikan susah... tapi giliran buat beli rokok ada aja.."" 😌 kaum pecinta gratisan dengan ego tinggi bakal bilang ""kan itu sudah tugas negara, urusan dapet duit darimana buat gratisin itu semua itu urusan pemerintah, kalian dibayar masyarakat buat mikirin itu.."" 🤦‍♂️ emang pajak kalian bisa buat gaji brp org ASN sih?? Buat bayar 1 org ASN aja belum tentu cukup... mau buat bayar jamsos darimana?? Kesel banget kl liat komen begitu.. egois banget orang2 yg begitu... ada yg jg komentar ""ngapain saya bayar bpjs, toh saya sudah punya jamkes dari perusahaan.."" bpjs itu bukan buat diri sendiri, tapi buat saudara2 kalian yg kurang beruntung dengan kesehatannya, buat mereka yg kurang beruntung finansialnya... masa buat nolong saudara sendiri peritungannya sampe segitunya?? 😔 katanya 1 nusa 1 bangsa 1 bahasa, tapi kok ""kalau ada butuh bayar sendiri2 yaa..."" 🤦‍♂️",negatif,
21,UgwpVL3qD2ElxdFjEgR4AaABAg,tutorial_website,"PA PADANG BERSIH DARI KORUPSI DAN PUNGUTAN LIAR, SEMOGA PA PADANG MAJU TERUS...",positif,
22,UgxnrIoAqFvPDO41_wJ4AaABAg,institusional,Sama saja ma orang2 bnyak yg jadi hakim.jelas membela putusan hakim.bubarkan saja ma dan hakim.ganti hukum rakyat saja,negatif,
23,Ugx0wTdvS0-F8xajS2Z4AaABAg,institusional,Totaly mantap mantab boskuh,positif,
24,UgzHCwNdhMo2t_-kF8R4AaABAg,tutorial_website,Trimakasih..kini pengguna layanan akan dengan mudah mendapatkan pelayanan d Pengadilan Negeri Tasikmalaya...,positif,
25,UgzwB3CmxJPAYZBmve14AaABAg,institusional,"Mafia hukum tidak akan hilang karena yang bermain orang hukum sendiri,dan hukuman sangat ringan, harusnya ada hukuman mati dan harta di sita,sesuai yg maling.",negatif,
26,UgweWhaDLMmglWVhpFp4AaABAg,institusional,Apa yang kau buat gopur yang kau buat untuk bangsa dan bangsa ini dan dibayar berapa rupanya kau,negatif,
27,UgwmU3iu2bRYBNCVsSl4AaABAg,institusional,Hakim sudah biasa terima suap,negatif,
28,UgwilYMstt9_xJsUQ3Z4AaABAg,institusional,"Hayo rame kita korupsi, karna korupsi pejabat sama saja dengan masyarakat pencuri ayam, cuman bedanya di penjara pejabat di istimewakan.😂😂😂",negatif,
29,UgzbZdocugDaiwALId54AaABAg,institusional,Akankah terungkap juga dugaan suap di MK  🙊📛❓,negatif,
30,Ugw8wjaJKwgloxom9DB4AaABAg,tutorial_website,"Izin tanya kak, apakah setelah di nyatakan sukses di nonaktifkan gitu akan langsung nonaktif kepesertaan nya? Apa ada masa tunggu lagi?",netral,
31,Ugwz88Y-Gs4BPoWspSx4AaABAg,institusional,Sip mantap,positif,
32,UgxqYru0jmmHmbs4ltx4AaABAg,institusional,Terima kasih sudah berbagi informasi. https://youtu.be/R8U9grK-6mw,positif,
33,UgxIH3Zr0NLlXh3ZbQV4AaABAg,tutorial_website,Informasinya sangat membantu😍,positif,
34,UgxeM5FestR-iVcaJ0V4AaABAg,institusional,"1:06 menerima ketetapan Tuhan? Kenapa harus bawa2 Tuhan atas perbuatan bejat yang ada lakukan? Apakah karena anda mengenakan peci putih jadi anda merasa berhak untuk bawa2 Tuhan?
Anda dipenjara adalah konsekwensi atas perbuatan buruk anda melakukan penipuan, gak usah bawa2 Tuhan.",negatif,
35,Ugzt0UEbtJ8dq3jVxrl4AaABAg,institusional,Pak..Saya terpidana narkotika. Saya hanya mengenalkan SPK Saya ketemen Saya.. sedangkan BB Saya hp 4buah dan modem1. Saya sama SPK Saya nggak ada chat yg berbau transaksi narkotika.saat digeledah rumah tidak ditemukan narkotika. saat persidangan BB Saya sama SPK Saya kok dijadiin 1 padahal tertangkapnya aja beda seminggu.. tolong bantu Saya Pak,netral,
36,UgzbwSq6SslxDv8JGr14AaABAg,institusional,Terima kasih MAHKAMAH AGUNG!!!❤,positif,
37,Ugyu5LQT7BlD5T7Tu9J4AaABAg,tutorial_website,MANTAP,positif,
38,UgzmzI54p5OhUGSpXv14AaABAg,institusional,"Instansi yang digaji rakyat banyak tidak bersyukur, seharusnya mereka bersyukur sudah mendapat gaji dan jabatan, jangan mencederai dirimu dan mengkhianati rakyat yang sudah menggaji kalian. Pasti barokah dan awet rejeki kalian.",negatif,
39,Ugy4d9K9haKwAd_P9ZZ4AaABAg,tutorial_website,"Mantap, terimakasih infonya",positif,
40,Ugw_r15TULiZwaZxbNR4AaABAg,institusional,"Mahkamah sudah tidak adil lagi buat rakyat kecil,😭😭😭😭",negatif,
41,UgyOw0RSmI4TXGkz8h14AaABAg,institusional,Cuma di Indonesia korupsi masih bisa senyum coba di China atau Korut udh panas dingin itu tinggal tunggu eksekusi doank,negatif,
42,UgxGiSxmoIMPoY0kLfp4AaABAg,institusional,Smoga cpet bebas,positif,
43,Ugxj4Q9wVKg08md7ZRh4AaABAg,institusional,"Maling Ayam di hukum 3 thn penjara , lah ini korup 300 T cuma di vonis 6½ thn, seharusnya Aset nya di ambil semua",negatif,
44,UgzUc1UKTLdyCKXX3gR4AaABAg,institusional,Terima kasih ilmunyaa,positif,
45,Ugz7GyDvYV1v01OjbGF4AaABAg,institusional,mantap MA jangn terpengaruh tekanan massa,positif,
46,UgweiPo3FVPxjcs_xwh4AaABAg,institusional,"Berbohong BPJS naik.....
Walaupun MA membatalkan. ..
Sungguh keren pemerintah NKRI kita zaman sekarang. ...
Periode ke 2 waktunya mencekik perlahan rakyat...",negatif,
47,Ugyptk0gjd1lBiUnEVN4AaABAg,institusional,"Atau Krn Klian dendam ke jaksa Krn byk hakim yg ditangkap hayoook pak hakim jujurlah,, 😂",negatif,
48,Ugz08k8hvg_5LvJp3jB4AaABAg,institusional,Mafia peradilan itu ternyata terstruktur..,negatif,
49,Ugw3Lmj2o56sPmYQUMN4AaABAg,institusional,MA SELAMA INI .. NGGAK PEKA DENGAN HUKUM DI INDONESIA .. KALAU NGELES SEGALA  ATURAN DI KELUARKAN .  RUSAK SUDAH,negatif,
50,UgwjE-r0yvAKLHsIfF14AaABAg,institusional,Allah maha melihat woy hidup kita ga abadi. Pengadilan yg seadil adilnya akan di dapat mereka yg curang. Laknat azabnya akan mendapatkan amin.,netral,
51,UgxliOn0oaC84TmbzSB4AaABAg,institusional,"mlm mnjlg pgi pk ,ke semua nya ,mantap sntn trm ksh invo nya",positif,
52,UgxEV0bIWgKVZOTJsMh4AaABAg,institusional,"Horas, salam keadilan. Terima kasih perjuangannya untuk terpidana pak Rismon. Sehat selalu ya pak. ❤❤❤",positif,
53,UgxNap3pefxCMSm9q4l4AaABAg,institusional,"Pak,saya mau upload berkas gugatan tapi slalu gagal berkas gak sesuai padahal udh pdf dan word,itu kenapa ya",netral,
54,Ugz4B6vj9mTN8JfNaFd4AaABAg,institusional,"Udah jelas2 ""mulyono"" bukan lulusan UGM dgn : ..... menyebutkan IPK nya dibawah 2.....dosen pembimbingnya p kasmujo yg galak....jurusannya Teknologi Kayu yg tdk pernah ada jurusan tsb di UGM.....dengan alasan2 tsb logislah kesimpulan bahwa ""mulyono"" bukanlah alumni UGM.... jangan biarkan ""mulyono"" menyeret nyeret rakyat kebanyakan agar ikut2 mendukung dia apapun modusnya......sadarlah wahai ""mulyono"" ....berlakulah sbg ksatria sejati......kalau kau memang orang beragama.....akuilah kelakuanmu mengapusi seluruh rakyat indonesia demi menjadi seorang pemimpin negara......",negatif,
55,UgwkebQ3y6QCmYQ_HpJ4AaABAg,tutorial_website,"Mantap PA Padang, bisa sangat membantu pihak berperkara😀",positif,
56,UgxdAzgg7doja3ZofOt4AaABAg,tutorial_website,Terimkasih jashukum sngat membantu,positif,
57,UgwcPhJeJVpB5XyZCdt4AaABAg,institusional,Leboh baek kita korupsi dari pada maling ayam.. karna korupsi hulumnya ngak jelas.. kalao kita maling ayam hukumnya 6 bulan..  kan lebih baek korupsi di penjara aka tidurnya enak.,negatif,
58,UgwPW4Z1LAdTQYi5dah4AaABAg,institusional,"Sudah korupsi makan uang rakyat , tapi hukuman dikurangi karena telah bekerja dengan baik sebagai menteri . Dimana tujuan hukum itu wahai bapak/ibu hakim Mahkamah Agung",negatif,
59,UgwCjDuVy9zx27DR_Dl4AaABAg,institusional,"Pak Mahfud, tolong masyarakat yang tanahnya di kuasai oleh mafia tanah yang kasusnya dimenangkan oleh mafia tanah berdasarkan putusan MA . Semua keputusan harus di tinjau ulang",negatif,
60,UgxMj-kDIRTRijZcWr14AaABAg,tutorial_website,"padahal mudah banget ya tutorialnya, tapi aku udah 2 bulan resign dari tempat kerja belum juga nonaktif",negatif,
61,Ugyo-ybw6ZatYXOKaex4AaABAg,tutorial_website,mantpp bang trima ksih telah membantu edukasi nya semoga jd amall jariyah buath abang,positif,
62,UgxGlTB1RpgvWGsXQml4AaABAg,institusional,"mantap , biar bisa standuo di penjara ni orang",negatif,
63,Ugwx6YAHOb8ESuL1bvJ4AaABAg,institusional,"Slmt mlm pak, mohon maaf sy mengggu, nama saya Samuel Sairo, asal Propinsi NTT, Kab.Sumba Barat Daya, kec. Wewewa Selatan, Desa Delo. Sy mau tanya pak, jika Tergugat sudah di panggil secara patuh dan sah,  sdh beberapa kali namun tergugat tdk pernah hadir dlm persidangan lalu baimana tindakan atau sikap yg di tempuh oleh pihak penegak hukum dalam Hakim ? Yg ke 2. Apa bila tergugat tdk hadir terus persidangan zanksi hukum apa yg di berikan kpd tergugat ? Ini perkara pemberhentian Perangkat Desa yg sedang dlm  proses di PTUN kupang . Mohon penjelasannya  pak. Trima kasih...",netral,
64,UgyQnkMJTCc-z73JOs94AaABAg,institusional,Apakah ada jarak waktu atau berapa lama ketua pengadilan melakukan pengiriman berkas PK ke makamah agung ??,netral,
65,Ugzngg79gPctPi8nGil4AaABAg,institusional,"😂😂😂😂begitu nyamanya Koruptor di Negara kita bgt dimanja dan begitu ringan hukumanya.
Cb kita bandingkan masyarakat kecil yg hanya krn keadaan mencuri di suoer market ato mencuri seekor kambing yg nilainya hanya 3 jutaan begitu cepat divonis paling cepat 6 bln. Padahal mereka sangat sopan dan mungkin baru tahu namanya pengadilan, dan bahkan mungkin baru sekali menginjak kantor kepolisian..
Sementara yg Korupsi Miliaran bahkan puluhan miliar hanya 6,5 dan bs banding hanya dikarekan Sopan dan blm pernah dihukum.
Sementara mereka yg Korupsi sdh punya Niatan Jahat dr jauh2 hari.
Smg Allah menurunkan Hakim Jaksa dan penuntut Umum yg Adil Bijaksana dan Amanah dlm mengemban kepercayaan Masyarakat..
Pd siapa lagi Rakyat berharap Keadilan..
Salam Pqncasila / NKRI hrg Mati.
Indonesia maju san jaya",negatif,
66,UgyDQ8mgEgsOX_ar8b94AaABAg,institusional,"Udah bukan rahasia lagi sebenarnya rakyat juga tau, ketika kasus koruptor udah masuk di persidangan ... Sebenarnya ada SDH ada tersangka baru lagi .. yg ikut turut menikmati uang tersebut,.  Yaitu jaksa atau hakim yg menerima suap .... Dari pelaku tersebut.... Sbb uang yg dia pake menyuap itu SDH jelas adalah uang hasil korupsi...yg dia lakukan...",negatif,
67,UgylkOjjzzTwCLs4WAF4AaABAg,institusional,Mantap KPK sikat habis apalagi penegak hukum dan hukum matiii aja,positif,
68,UgxSwTzig_FwyMDRwA94AaABAg,institusional,"Mereka orang tidak salah coba pak buka hati r
Nuranimu.  Apap7n demi uang kalah",netral,
69,UgyRhXzs1rus2kWswvZ4AaABAg,institusional,"Itu maling,

Harus berapa lama itu ngumpulin uang sebanyak itu. ?? Ada yang tau jawabannya!!!",negatif,
70,UgxDNZPRhoCtYvPIqXd4AaABAg,institusional,Di suap nih,negatif,
71,UgxhQuTfjfpCdEqR5KZ4AaABAg,institusional,"Pemerintah ajukan sita harta koruptor ke DPR,tapi ditolak oleh DPR🤣😂😆 jangkrik bos...",negatif,
72,UgzYc6sVjliv7eik2Mt4AaABAg,institusional,Masa awl9h .hakim .agung jadi hina ..dosa nya tanggung jawab .ke rakyat .indonesia. di dunia hukumnya paling berat..harus nya hukum mati,negatif,
73,UgytBt0GsRMrjhlyYWR4AaABAg,institusional,"Memang kebangetan hukum di negeri ini,  apa hati kalian para penguasa yg tega sekali",negatif,
74,UgzVAVz5TrmWSoj00qh4AaABAg,institusional,"Semangaaaat fitaaa , sukses dan lancar selalu yaa",positif,
75,Ugy1SqZywaUy9QyS_QR4AaABAg,institusional,Terima kasih pencerahannya omm..semua ada unsur politik buat bikin gaduhh..orang2 di MA sdh pasti tahu,positif,
76,UgwX3jO4BVqMgmY3W414AaABAg,institusional,"Bila hukuman sama  oknum jaksa, oknum hakim dan oknum polisi tergolong ringan maka korupsi tdk akan bisa di hentikan, tetapi bila dikum dgn berat minimal 30thn tampa ada potongan hari apapun maka korupsi pasti akan berkurang.",negatif,
77,UgzPyhSGDHGYNs6wDHN4AaABAg,institusional,Bravo Ibro &amp; Partners,positif,
78,Ugzdol_tHDv77omRKGl4AaABAg,institusional,kasihan jadi sapi perah,negatif,
79,Ugw339LcW1AEk7g5h0B4AaABAg,institusional,Lebih cepat lebih baik 👍👍,positif,
80,Ugz5V-DB4wba4Xjw2m94AaABAg,institusional,"KLU DIA CUMA MERES SUKA ATI LAH,INI MULUT NYA LUAR BIASA KLU SDH NGATAIN ORG2",negatif,
81,Ugx0AQ69RYmjBt-RKb54AaABAg,tutorial_website,kak. kyknya 2024 tampilan baru ya?,netral,
82,UgydxGl7ZaPvQhERTvR4AaABAg,institusional,MA  anda sdh tdk menegak kan hukum tp siapa yg  bayar.usut MA nya penjarakan.yggugat  dan  yg  bayar..klw dibiar kanjd rancuh  hukum ketatanegaraan.pilpres  sdh selesai  dgn  berdarah  jgn .buat  lg rakyat sengsara.pilpres berlapis  utkmenentukan siapa pemenang.sdhjls surat pemilih di buka transparan sdh ada saksi abal2 dr prabowo  tumbang semua tdk ada bukti disidang MK.nt bertanding lg 2024 ya.berdoa kalian ya,negatif,
83,UgyvIn0VTxhsuR-9hhR4AaABAg,institusional,Mantap lanjutkan muak liat zilfester bang....,negatif,
84,Ugxr2uEEFQUEy2A7SPt4AaABAg,institusional,"Rakyat se Indonesia cumak Percy sm deolipa pengacara tegas jujur dan transparan,",positif,
85,Ugyi803Tg727Rak6Jal4AaABAg,tutorial_website,Video yang sangat bagus dan menginspirasi sekali.. good Job Cok Anti.. semangat dan semoga sukses teruss 🙏🏻🙏🏻,positif,
86,UgxCHDBdLP_SUXIJdph4AaABAg,institusional,"Klo kbur ya malu lah bang,
Jgn bwa than bang
Malu ....
Anda kowar2 slalu bohong membela Jokowi,
Sdah saatnya anda menerima azab....",negatif,
87,UgyUambHsvBNHdEfq2R4AaABAg,institusional,"Apakah keputusan Pailit Intidana tidak cacat hukum..? Puluhan ribu nasabah Intidana menolak dipailitkan.. Ratusan karyawan Intidana di PHK.. ternyata keputusan Pailit adalah hasil Suap!
KARMA bagi semua pihak pemutus Pailit, Karma berlaku smpai ikhlas semua pihak yg dirugikan..🤲🏻",negatif,
88,UgzBRhWetyGBytOUVdx4AaABAg,institusional,"Jangan kasih kendur gas terus,,sikat pak hakim..kalau bisa kndangin aja secepatnya..",positif,
89,UgyNbS89rRkVMwNuMRV4AaABAg,tutorial_website,Semangat selalu  PA Pariaman dlam memberikan hak bagi para pencari keadilan. 💪 PA Pariaman memang mantap👍,positif,
90,UgxUjwho5_v7VuYrMmB4AaABAg,institusional,"Inilah dinamika kehidupan dizaman Now...baik.. kehidupan sehari-hari maupun.. Organisasi....
Semua memang harus terjadi karena Adanya dua sisi Kehidupan plus minus.. gelap terang...seneng ora seneng...dsb. Dan Kita yakin semua akan baik-baik saja... Masyaalah adalah Merupakan Kekasih Manusia yang Paling Setia...! 
Kalau dizaman Kunow... Semua yang terjadi  berjalan amat  lambat.. apabila para raja dan Pemimpin nya sudah menentukan..untuk membuat suatu keputusan hampir tidak mungkin perubahan bisa terjadi.Dengan kata lain Sabdo Pendito Ratu.Rakyat dan Para hulubalang... harus Sendiko Dawuh dan Kawulo Nok Non Sinuwun Kanjeng Prabu.
Tapi dijaman Now..Its all over...
Semua harus terukur dengan perhitungan yang maximal dan memahami benar benar situasi Kondisi dan Toleransi sopo Aku sopo Kowe . untuk kepentingan bersama. Harus dan wajib... bertindak extra Hati 2.. dalam berbuat dan berbicara... khususnya didepan umum.Cokro Manggilingan
Tidak ada apapun didunia ini yang tidak berubah....kecuali perubahan itu sendiri. Zaman Now Pinter saja kurang cukup...Harus..Pinter Pinter.
Bener saja masih kurang..Harus Pener.
Marilah kita kembali ke Jatidiri.. dalam berorganisasi Selalu merujuk kepada PerLambang Dan Pre Ambul atau Mukodimah..!
Yang bertujuan untuk Perdamaian Kesucian Jiwa dengan mengikuti Karma pala dan Hukum Sebab Akibat guna Menggapai Sang Mutiara yang.Tersimpan Dalam Hati Sanubari kita masing-masing.
 Kiblat Kita adalah.. Bagaikan Perjalanan Air dari Beberapa Mata air dilereng gunung.. berkumpul..menjadi sebuah sungai dan menyebar buyar dan kadang ambyaaarrrr kemana-mana akhirnya lalu berkumpul lagi... menjadi tambah besar dan  terus bersama mengalir berkumpul  dan menyatu menuju Samodra Raya...dan disana Menguap  Menjadi Awan dan Berubah lagi Menjadi Air . Turun diterpa angin... kembali Menuju tempat asal diperut Bumi Pertiwi dilereng gunung... muncul lagi... keluar.. kadang membuat mata air yang baru..... sungai yang baru..dan Menuju lautan Biru dengan diwarnai cerita.. dongeng dan mithos ..yg.. Baru....!!
Salam Persaudaraan.
Sak Bejo Bejone Wong Lali.. Luwih  Bejo Wong Eling Kelayan Waspodo...!!",netral,
91,Ugxq7kxcvA1EYBmV7cF4AaABAg,institusional,"Luar biasa informasi yang diberikan, sangat bermanfaat dan mudah dipahami",positif,
92,UgxqF6yQT2ndkNphNwd4AaABAg,institusional,"bener"" sudah di rusak hukum di nkri ini.......pantas disebut negara segudang para koruptor juga......parahhhhhh",negatif,
93,Ugy4ebSHTyr8fbhZjNd4AaABAg,tutorial_website,"Mantap....!
Sukses selalu utk PA Padang.
Krn telah melakukan layanan yg efektif n  prima utk org yg ingin berurusan.",positif,
94,UgwgPWuiG6wCgDnuAl54AaABAg,institusional,"Banyak yg koment,tp tidak baca isi berita secara utuh😆😆😆🤣",negatif,
95,Ugy4wv7ZFN1oiaRYLep4AaABAg,tutorial_website,"saya uda login uda masukin nama,, password,,nomor capcha,, tapi lngsung silang akun tidak di temukan gimana tu pa",netral,
96,UgwoUpKIn90BbDp9Ln14AaABAg,institusional,Hakimnya aja di pecat kalau hukuman nya tidak sesuai.,negatif,
97,UgxLChx4lsbEosfEGMV4AaABAg,institusional,Ki opoto hukumnya cuma 13  Hrsnya 50 pkhkim Ki peyeto yoyo kok rajls mkne ojek sing korupsi wong mling ayam 3 300t Yoo cuma 6 mundak 50 th,negatif,
98,UgwBwgMqetIXM-UzroF4AaABAg,tutorial_website,Majulah PA pasuruan 🎉🎉,positif,
99,Ugxel7vf0Yz7KJZ_-pN4AaABAg,tutorial_website,Terima kasih tutorialnya bang.,positif,
100,UgzRJOWSnK2NmUkUS494AaABAg,institusional,Korupsi adalah perbuatan yang sangat amat menyakiti hati rakyat,negatif,
101,UgzVhvq8SF4b3km_dTF4AaABAg,institusional,"Selama ini hakim itu spt Tuhan ... ng bs tersentuh .hukum di indo ud tumpul ke bwh memalukan ini para petinggi smua ng punya hati nurani ngimn utang indonesia ng bengkak  ... ng sekalian sj di jual negara ny  .. o indonesia tercinta di penuhi org2 yg berdiri diatas penderitaan org lain ...
.",negatif,
102,UgydXKoiYbieQjYXmId4AaABAg,institusional,"Ketoke, wong2 sebelah susah diajak mikir, hadewwwhhhh. O, Iya Mas/Mbak dulur admin! Mohon diupayakan juga satu narasi bahkan skrip bila perlu, tentang proses hukum yang sejak awal berlangsung sampai dengan akhir putusan kasasi. Ini agar kita semakin benar-benar memahami posisi hukum PSHT Pusat Madiun, juga sebagai bahan untuk meng-counter narasi-narasi licik pihak sebelah. Terima kasih, dulur Bojonegoro - Jatim gak rewel, pokoke sendiko dhawuh dengan PSHT Pusat Madiun.",netral,
103,Ugz5Y_Lfod6Fcnimdj94AaABAg,tutorial_website,Untuk BPJS kesehatan pbi bisa  di SIPP,netral,
104,Ugw4pWK0rNkI0etXwWp4AaABAg,institusional,Ko harus dihormati keputusan yg memihak sampo...gmn klo anak bapak yg dibunuh,negatif,
105,UgwyzqAPgvT0gdYRTnJ4AaABAg,institusional,"penegak hukum tertinggi sj berani korupsi apalagi seperti polisi, jaksa,. hakim tinggi. tolong perlihatkan mukanya koruptor jika telepress& media2 jg ungkap keluarganya pejabat2 yg korupsi Krn hukuman sosial ke keluarga koruptor lbh manjur ketimang koruptor dihukum 2 tahun. Krn hukuman mati ke koruptor& keluarganya sangat mustahil di buat DPR Krn mereka semua jd bedebah koruptor jg",negatif,
106,UgxRWGba4XBxB2Qb_Rh4AaABAg,institusional,"jokowi sudah bukan presiden jadi jangan panggil dia presiden lagi, cukup panggil jokowi aja.",negatif,
107,UgwxJLltUBwOz8gaoLp4AaABAg,tutorial_website,kak padahal saya udah aktivasi akun saya tp kenapa buat login akunya gagal terus,netral,
108,Ugz0MDWt6GqommrFrTB4AaABAg,institusional,Hakim agung lakukan korupsi sudah selayak nya di hukum mati...,negatif,
109,Ugz04hFDrQ0FIrpuAJp4AaABAg,institusional,"Kawal terus kasus ini, seperti kasus Sambo, rakyat sudah pada pintar gunakan medsos tekan oknum polisi polisi Korup, kebeneran akan terungkap, Kawal terus segenap Rakyat  Indonesia",positif,
110,Ugzpi76wOtyTfCHLPT54AaABAg,tutorial_website,Baru tau prosesnya.. makasih ya min sangat membantu 👍,positif,
111,UgwEtWxIUf7qwVg_TkZ4AaABAg,institusional,MANTAP PAK KPK,positif,
112,UgxYT4pVFj92ZAQ7yU54AaABAg,institusional,"Iya saya tau,itu sah secara konstitusi,tapi jgn samoe kaya Akil Mukhtar",negatif,
113,UgxCTvIRAiw-TBP1kkJ4AaABAg,institusional,"Berhubung lagunya jadi top krn dinyanyikan oleh penyanyi yg keren/bagus, maka pencipta lagu lah yg harus bayar royalti ke penyanyinya ...",netral,
114,Ugwk6KVkk9_YtpjWDYd4AaABAg,institusional,parah,negatif,
115,UgyBezUMbpiTSb9Y8UV4AaABAg,institusional,Mantap bang👍👍👍,positif,
116,Ugyr0k23S_EDgLJ8BR94AaABAg,institusional,Hukum mati aja sudah. Korupsi di Indonesia sudah kronis..,negatif,
117,UgzKk0vjUFds5KJqxMh4AaABAg,institusional,aturan dunia bisa di otak atik oleh umat ahir jaman yg hakiki nanti di pngadilan Allah Swt.,netral,
118,Ugy3pA3CUb854IsiscV4AaABAg,institusional,Masya Allah masuk juga om rasman,negatif,
119,UgzT6x2oYJaNuZJcYFx4AaABAg,tutorial_website,Keren abiz.. Moga bermanfaat bagi  masyarakat luas.,positif,
120,Ugwpj8PuZnSNDfeLYHR4AaABAg,institusional,😂UDAH DI BILANG...HUKUM ITU.BUAT ORANG KAYA....NGEYEL SIH....ORANG SUSAH PAKAI HUKUM RIMBA SAJA....DEMO DAN BAKAR JALAN TERAKHIR MENUJU KEADILAN....💥💥💥💥,negatif,
121,Ugwf8y0s_zNcMtnoe8Z4AaABAg,institusional,"Tumben kpk masih hidup 😀, gimana kabarnya korupsi formula e dan aneka korupsi mega proyek kelebihan bayar Dki jkt ? Mlempem 😀😀😀🙈",negatif,
122,UgxDlSGh8izwJC_i-bJ4AaABAg,institusional,"Ganti nama aja beres.... pake nama thalia, thania atau sarwendah juga bagus... toh sudah banyak yg tau juga...",negatif,
123,UgzeITvTIpe6Do4OeLx4AaABAg,institusional,Sya blm ada biaya untuk banding apakah bisa PK ..,netral,
